sgRNA_Manual,10x5x3xpool_Dep,10x5x3xWOR_Dep,10x5x3xWR_Dep,20x10x5xpool_Dep,20x10x5xWOR_Dep,20x10x5xWR_Dep,Spike-in_IC55_Depletion,Spike-in_IC55_Dep_Cond,1X_Depletion,Condition_1X_IC30_Dep
1654,50.95179059,100,91.9112718,70.42989644,100,100,50.95179059,10x5x3xpool_Dep,34.35334873,ON_05R
1398,-70.63830838,48.04317875,63.07319736,78.32417748,-83.00252618,-192.8733963,-33.64004519,5x3x2xpool_Dep,25,#N/A
1511,52.70351235,22.90278137,33.94205305,84.64629238,-126.7639998,-82.15296601,-95.4034895,5x3x2xWOR_Dep,71.77177177,ON_0R
1510,80.29313015,-208.3888745,54.70312209,74.4104873,-21.73646307,-54.29427709,-247.3839813,5x3x2xWOR_Dep,79.0201005,ON_0R
1484,74.77520659,-208.3888745,-126.4843895,78.16361583,-186.4387366,-116.9763272,-193.1052343,5x3x2xWOR_Dep,92.88629738,ON_0R
1867,78.97933882,100,100,75.43406781,100,100,-14.36930118,5x3x2xWR_Dep,71.49446494,ON_0R
1641,78.97933882,-85.03332472,-58.53907268,80.89316385,-22.75945856,-74.49948005,41.09938749,5x3x2xpool_Dep,63.47992352,ON_01R
1670,41.1421487,-48.68749308,67.64508721,78.16361583,-70.07299988,-141.084808,41.09938749,5x3x2xpool_Dep,88.73239437,ON_01R
1405,74.77520659,-41.34490083,5.631504358,86.3522599,-129.1509893,35.71071788,49.51376071,5x3x2xpool_Dep,92.24629418,ON_0R
1645,54.95572605,-23.35554981,54.70312209,64.90581116,28.39031584,73.21279912,13.15400466,5x3x2xWOR_Dep,85.49804688,ON_01R
1831,77.47786302,7.483337639,54.70312209,88.30193705,64.19515792,-60.72320531,-30.268993,5x3x2xWOR_Dep,69.75222066,ON_0R
1761,-17.11511227,5.111115527,34.66796456,59.05677969,-2.299548797,-258.1831433,-17.20019836,5x3x2xpool_Dep,82.22222222,ON_0R
1887,59.46015344,31.46913899,74.83506783,82.45290558,-79.0242104,-82.15296601,-8.184798487,5x3x2xpool_Dep,17.38970588,#N/A
2022,17.53432923,54.64869492,40.04824983,52.75782272,4.520421123,65.71238287,41.74664697,5x3x2xpool_Dep,89.47368421,ON_02R
1982,75.74539095,69.16111255,100,87.40208606,10.4878948,19.63839735,-30.268993,5x3x2xWOR_Dep,86.16144975,ON_0R
1588,90.29815638,-246.9374839,-13.24219477,81.10312909,16.45536848,-50.00832495,-160.537986,5x3x2xWOR_Dep,79.69151671,ON_0R
1530,41.78893828,-99.16781481,-13.24219477,40.15990877,-54.52616055,-72.5659678,32.0377548,5x3x2xpool_Dep,88.05227131,ON_01R
1338,70.89446914,-156.9907288,-88.73699128,93.70104303,-329.6581049,100,-95.4034895,5x3x2xWOR_Dep,98,#N/A
1483,36.93801647,-54.19443727,5.631504358,62.46871471,-114.8290525,-151.3126483,-421.075972,5x3x2xWOR_Dep,51.8723143,ON_0R
1676,57.95867765,-6.008675622,-27.39746912,93.17612995,-437.0726312,35.71071788,-681.613958,5x3x2xWOR_Dep,99.42528736,ON_0R
1365,0.15185941,-25.79019882,-60.92311888,41.99710456,-241.1990833,39.49244036,47.4101674,5x3x2xpool_Dep,98.79258301,ON_0R
1856,63.21384294,11.88889299,51.46763081,65.88064974,64.19515792,16.42393324,13.15400466,5x3x2xWOR_Dep,39.82125124,ON_05R
1461,-5.103305884,15.1930595,49.04101235,52.23290964,-22.75945856,17.34235156,-681.613958,5x3x2xWOR_Dep,99,#N/A
1595,42.19318176,-75.22095144,38.23153013,65.88064974,-86.18517881,-67.15213352,15.85626784,5x3x2xpool_Dep,81.41674333,ON_01R
2051,68.46900823,48.60185424,62.25260174,86.3522599,28.39031584,-44.65088478,48.60185424,10x5x3xWOR_Dep,69.99306999,ON_0R
1860,63.21384294,77.97222325,100,76.11645482,48.8502256,63.26326736,36.89220088,5x3x2xpool_Dep,42.31974922,ON_05R
1523,84.23450412,-2.796291512,100,89.76419492,-19.3494736,-157.1571285,-300.2925541,5x3x2xWR_Dep,57.31707317,ON_0R
2063,82.80127722,-105.592583,24.50520349,85.11155625,-25.31694728,-12.50624371,-95.4034895,5x3x2xWOR_Dep,72.5846926,ON_0R
1875,42.67092406,46.03194696,77.35156105,73.94522344,7.930406083,8.158168396,-73.69199067,5x3x2xWOR_Dep,46.70999188,ON_05R
2060,88.53418481,-208.3888745,-352.9687791,81.38944531,-14.57549465,-41.43642067,54.10341882,5x3x2xpool_Dep,63.11188811,ON_0R
1865,82.80127722,-131.2916559,-88.73699128,81.38944531,-100.5071156,-118.5835592,-551.344965,5x3x2xWOR_Dep,76.74418605,ON_0R
1939,65.60255444,22.90278137,81.12630087,77.66733437,16.45536848,-50.00832495,54.10341882,5x3x2xpool_Dep,50.87585682,ON_01R
1606,77.06836963,3.628476707,15.06835392,81.38944531,-57.54130515,-67.15213352,13.15400466,5x3x2xWOR_Dep,57.79310345,ON_01R
1423,48.40383166,22.90278137,87.41753391,66.50100156,52.26021056,-0.005549969,-30.268993,5x3x2xWOR_Dep,91.85051778,ON_0R
1669,36.93801647,43.92929554,17.64204017,88.83366719,-329.6581049,-435.7440177,-681.613958,5x3x2xWOR_Dep,51.03857567,ON_01R
1617,82.80127722,-465.3796033,-541.7057704,-0.496995313,-48.52378936,38.0918024,-109.6770522,5x3x2xWR_Dep,97.67047861,ON_0R
1385,59.86964684,0.875004613,35.29017442,88.83366719,-353.5279997,-350.0249749,42.62927353,5x3x2xpool_Dep,73.18596828,ON_0R
1446,77.06836963,-112.0173512,-126.4843895,96.40700909,-790.197149,-1098.793215,-95.4034895,5x3x2xWOR_Dep,55.30624621,ON_01R
1464,77.06836963,-15.64582795,-41.55274346,77.66733437,-150.6338946,-50.00832495,54.10341882,5x3x2xpool_Dep,95.89322382,ON_0R
1846,59.86964684,-21.15277214,19.11271802,44.16833594,-38.44538937,22.85286145,-21.15277214,10x5x3xWOR_Dep,89.85239852,ON_0R
